Label,Num,Adjectives
N-High,-1,egotistic
N-High,-1,self-conceited
N-High,-1,swollen
N-High,-1,imperious
N-High,-1,lordly
N-High,-1,disdainful
N-High,-1,overbearing
N-High,-1,haughty
N-High,-1,arrogant
N-High,-1,chesty
N-High,-1,self-important
N-High,-1,portentous
N-High,-1,pompous
N-High,-1,pontifical
N-High,-1,overblown
N-High,-1,grandiloquent
N-High,-1,superior
N-High,-1,superscript
N-High,-1,braggart
N-High,-1,big
N-High,-1,braggy
N-High,-1,boastful
N-High,-1,bragging
N-High,-1,self-aggrandizing
N-High,-1,self-aggrandising
N-High,-1,highfalutin
N-High,-1,grandiose
N-High,-1,highfaluting
N-High,-1,hifalutin
P-Low,-2,conformist
P-Low,-2,predictable
P-Low,-2,altruistic
P-Low,-2,apologetic
M-Low,-2,unambitious
P-High,-2,uncompassionate
P-High,-2,heedless
P-High,-2,thoughtless
P-High,-2,nonreflective
P-High,-2,inconsiderate
P-High,-2,irresponsible
P-High,-2,imprudent
P-High,-2,egoistic
N-High,-2,immodest
N-High,-2,ostentatious
N-High,-2,pretentious
N-High,-2,proud
N-High,-2,obtrusive
M-High,-2,unerect
M-High,-2,insincere
M-High,-2,untrustworthy
M-High,-2,immoral
M-High,-2,compromising
M-High,-2,counterfeit
N-Low,-2,subscript
N-Low,-2,adscript
N-Low,-2,inferior
P-Low,-2,heedful
P-Low,-2,regular
P-Low,-2,orthodox
N-High,-2,big
N-High,-2,large
N-High,-2,high
N-High,-2,noticeable
M-High,-2,evil
M-High,-2,bad
M-High,-2,unjust
M-High,-2,unfair
M-High,-2,inequitable
M-High,-2,noncrystalline
M-High,-2,questionable
M-High,-2,unreliable
M-High,-2,undependable
M-High,-2,crooked
M-High,-2,round
M-High,-2,curly
M-High,-2,curved
M-High,-2,coiled
M-High,-2,flexible
M-High,-2,untruthful
M-High,-2,false
N-Low,-2,little
N-Low,-2,small
